"placeA_FIPS","placeB_FIPS","BtoA","AtoB"
"37001","1041","0","2"
"37001","1089","7","0"
"37001","1101","0","28"
"37001","2020","41","0"
"37001","2170","10","0"
"37001","5007","0","23"
"37001","5031","0","9"
"37001","6005","0","19"
"37001","6037","3","12"
"37001","6053","54","0"
"37001","6073","17","9"
"37001","6081","0","33"
"37001","6099","9","0"
"37001","8005","22","0"
"37001","8013","0","32"
"37001","9001","18","20"
"37001","9003","14","0"
"37001","9007","13","0"
"37001","10003","68","0"
"37001","11001","48","69"
"37001","12001","61","0"
"37001","12011","29","0"
"37001","12031","0","23"
"37001","12057","39","0"
"37001","12063","0","12"
"37001","12083","82","0"
"37001","12086","24","0"
"37001","12095","7","52"
"37001","12097","0","24"
"37001","12099","0","24"
"37001","12103","0","9"
"37001","12109","19","0"
"37001","12111","0","31"
"37001","12113","0","18"
"37001","12115","1","10"
"37001","12117","4","0"
"37001","13051","0","6"
"37001","13053","0","2"
"37001","13057","0","6"
"37001","13067","25","45"
"37001","13089","12","32"
"37001","13115","206","0"
"37001","13121","4","0"
"37001","13135","17","0"
"37001","13177","4","0"
"37001","13245","0","14"
"37001","15003","30","27"
"37001","16001","0","79"
"37001","17031","7","35"
"37001","17091","5","0"
"37001","17097","17","0"
"37001","18039","3","0"
"37001","18057","67","0"
"37001","20017","0","5"
"37001","21013","0","13"
"37001","21021","0","18"
"37001","21067","15","0"
"37001","21111","8","71"
"37001","21163","25","0"
"37001","22051","15","0"
"37001","23031","11","0"
"37001","24013","11","0"
"37001","24015","0","24"
"37001","24021","19","0"
"37001","24025","7","0"
"37001","24027","17","0"
"37001","24031","55","42"
"37001","24033","101","27"
"37001","24037","14","0"
"37001","24510","178","0"
"37001","25001","17","0"
"37001","25005","17","0"
"37001","25009","0","26"
"37001","25013","18","0"
"37001","25017","251","0"
"37001","25021","5","0"
"37001","25027","23","0"
"37001","26005","57","0"
"37001","26081","53","0"
"37001","26107","0","3"
"37001","26127","0","5"
"37001","26163","0","16"
"37001","27053","0","4"
"37001","27123","0","38"
"37001","28033","21","0"
"37001","28047","0","7"
"37001","28075","0","3"
"37001","28113","0","22"
"37001","31053","0","14"
"37001","32003","0","11"
"37001","33007","0","2"
"37001","33011","3","0"
"37001","34021","57","0"
"37001","34027","0","27"
"37001","34035","12","0"
"37001","34039","35","0"
"37001","34041","3","0"
"37001","35041","0","20"
"37001","36003","0","1"
"37001","36013","0","34"
"37001","36029","12","0"
"37001","36047","8","0"
"37001","36055","45","0"
"37001","36081","5","0"
"37001","36083","69","0"
"37001","36087","3","0"
"37001","36103","5","11"
"37001","36119","32","0"
