placeA_FIPS,placeB_FIPS,BtoA,AtoB
17001,1101,0,238
17001,2130,5,0
17001,5051,11,0
17001,6037,0,67
17001,6045,8,0
17001,6099,9,0
17001,8001,0,12
17001,8041,10,0
17001,12005,0,18
17001,12033,5,0
17001,12035,26,0
17001,12057,0,11
17001,12091,5,0
17001,12095,15,0
17001,12101,4,0
17001,12115,0,23
17001,12127,8,10
17001,13015,4,0
17001,13167,0,7
17001,13175,0,12
17001,13293,5,0
17001,16003,24,0
17001,17003,0,4
17001,17009,23,21
17001,17011,5,12
17001,17019,5,23
17001,17021,0,11
17001,17029,4,0
17001,17031,108,177
17001,17043,1,60
17001,17051,8,9
17001,17055,0,5
17001,17057,34,30
17001,17067,85,83
17001,17071,0,5
17001,17075,0,2
17001,17077,5,62
17001,17081,17,6
17001,17089,0,9
17001,17091,2,0
17001,17093,2,0
17001,17095,3,40
17001,17097,50,18
17001,17099,0,3
17001,17101,1,2
17001,17105,0,8
17001,17107,0,14
17001,17109,21,25
17001,17111,1,21
17001,17113,90,4
17001,17115,0,28
17001,17119,47,59
17001,17125,0,16
17001,17135,0,18
17001,17137,28,53
17001,17143,0,65
17001,17145,0,9
17001,17149,65,81
17001,17157,9,0
17001,17161,2,0
17001,17163,195,83
17001,17165,0,1
17001,17167,106,83
17001,17169,9,0
17001,17177,0,7
17001,17179,0,41
17001,17183,20,0
17001,17187,8,0
17001,17189,0,11
17001,17197,3,0
17001,17199,10,0
17001,17201,3,13
17001,18003,83,0
17001,18097,0,104
17001,18157,17,0
17001,19045,33,0
17001,19057,0,19
17001,19075,0,2
17001,19087,0,4
17001,19111,45,3
17001,19153,0,36
17001,19155,17,0
17001,19157,0,3
17001,19163,16,0
17001,19169,16,0
17001,19179,8,0
17001,20041,9,0
17001,20091,11,0
17001,20135,11,0
17001,20169,0,6
17001,20171,2,0
17001,21111,0,8
17001,22019,0,50
17001,22051,15,0
17001,25009,0,48
17001,26065,0,8
17001,26123,6,0
17001,27037,0,18
17001,27123,0,9
17001,29001,0,7
17001,29007,0,2
17001,29019,0,71
17001,29023,6,0
17001,29027,0,9
17001,29029,26,0
17001,29033,0,4
17001,29043,9,0
17001,29045,0,48
17001,29047,0,12
17001,29077,0,25
17001,29101,0,9
17001,29103,0,4
17001,29107,29,0
17001,29111,17,120
17001,29127,206,99
17001,29137,11,0
17001,29151,0,8
17001,29165,0,12
17001,29173,0,1
17001,29183,14,186
17001,29189,45,227
17001,29197,0,3
17001,29510,16,0
17001,31109,0,17
17001,32007,12,0
17001,35013,0,23
17001,37025,0,7
17001,37129,23,0
17001,38061,5,0
17001,42017,13,0
17001,44007,7,0
17001,45013,76,0
17001,47037,0,5
17001,48029,8,0
17001,48113,0,5
17001,48201,0,38
17001,48353,9,0
17001,48439,0,12
17001,48475,0,58
17001,48485,0,24
17001,49035,5,0
17001,51710,0,20
17001,55009,0,10
17001,55063,41,0
17001,55073,23,0
17001,55079,56,108
17001,55133,0,68
17001,56039,0,3
17001,72003,0,50
17001,72127,11,0
17001,ASI000,38,
17003,5115,2,0
17003,6071,10,0
17003,12095,0,12
17003,13053,0,8
17003,17007,4,36
17003,17019,6,17
17003,17027,6,0
