"placeA_FIPS","placeB_FIPS","BtoA","AtoB"
"38001","6099","12","0"
"38001","22071","19","0"
"38001","22103","9","0"
"38001","27141","9","0"
"38001","31185","1","0"
"38001","38003","4","0"
"38001","38011","18","0"
"38001","38015","0","69"
"38001","38017","34","88"
"38001","38019","0","5"
"38001","38021","0","26"
"38001","38035","2","8"
"38001","38041","8","5"
"38001","38049","0","3"
"38001","38055","34","3"
"38001","38059","0","25"
"38001","38065","0","6"
"38001","38073","4","0"
"38001","38079","1","0"
"38001","38081","0","4"
"38001","38089","3","32"
"38001","38093","0","42"
"38001","38099","0","6"
"38001","38101","0","9"
"38001","38105","0","15"
"38001","46031","1","0"
"38001","46047","1","0"
"38001","46089","0","10"
"38001","46103","0","3"
"38001","46105","8","36"
"38001","47157","2","0"
"38001","48339","11","0"
"38001","56045","10","0"
"38003","2170","7","0"
"38003","4019","18","0"
"38003","4021","0","32"
"38003","8005","0","22"
"38003","8059","0","76"
"38003","8123","0","2"
"38003","12071","5","0"
"38003","17143","14","0"
"38003","17177","15","0"
"38003","19065","7","0"
"38003","25023","13","0"
"38003","27013","15","0"
"38003","27023","10","0"
"38003","27027","6","45"
"38003","27029","6","0"
"38003","27035","12","0"
"38003","27037","7","0"
"38003","27041","4","0"
"38003","27049","0","2"
"38003","27053","17","13"
"38003","27083","27","0"
"38003","27111","0","18"
"38003","27113","13","0"
"38003","27119","0","30"
"38003","27141","0","10"
"38003","27167","0","63"
"38003","27169","0","11"
"38003","29189","1","0"
"38003","30105","4","0"
"38003","30111","0","41"
"38003","38005","4","15"
"38003","38009","17","4"
"38003","38011","0","2"
"38003","38013","0","2"
"38003","38015","4","0"
"38003","38017","165","199"
"38003","38019","0","24"
"38003","38031","4","14"
"38003","38035","18","34"
"38003","38039","18","25"
"38003","38045","4","2"
"38003","38047","18","0"
"38003","38049","6","0"
"38003","38051","4","0"
"38003","38053","0","15"
"38003","38057","0","5"
"38003","38061","3","0"
"38003","38063","9","3"
"38003","38069","13","24"
"38003","38073","15","38"
"38003","38077","28","0"
"38003","38079","5","5"
"38003","38081","11","0"
"38003","38089","33","0"
"38003","38091","0","1"
"38003","38093","23","33"
"38003","38097","1","0"
"38003","38101","0","13"
"38003","38103","0","3"
"38003","38105","2","0"
"38003","46013","12","0"
"38003","46065","2","0"
"38003","46079","0","21"
"38003","46099","1","0"
"38003","47157","32","0"
"38003","48041","0","12"
"38003","48397","0","14"
"38003","48409","10","0"
"38003","48479","0","9"
"38003","55035","1","0"
"38003","ASI000","11",""
"38003","NAM000","14",""
"38005","4013","13","0"
"38005","4021","1","0"
"38005","6073","0","37"
"38005","16001","2","0"
"38005","17137","0","10"
"38005","19061","0","1"
"38005","27025","0","4"
"38005","27027","22","0"
"38005","27053","16","0"
"38005","31157","9","0"
"38005","35013","7","0"
"38005","38007","0","27"
"38005","38009","0","9"
"38005","38015","10","49"
"38005","38017","24","55"
"38005","38019","0","8"
"38005","38021","0","5"
"38005","38027","6","21"
"38005","38029","0","14"
"38005","38035","2","5"
"38005","38055","7","6"
"38005","38057","0","1"
"38005","38059","0","2"
"38005","38067","5","1"
"38005","38069","2","13"
"38005","38071","26","56"
"38005","38077","0","13"
"38005","38079","8","0"
"38005","38089","0","1"
"38005","38095","1","6"
"38005","38097","3","0"
"38005","38101","30","19"
"38005","38103","1","5"
"38005","45019","2","0"
"38005","45083","0","25"
"38005","46069","0","12"
"38005","46081","4","1"
"38005","46115","0","1"
"38005","55009","1","0"
"38005","55115","0","4"
"38005","ASI000","2",""
"38007","16069","18","0"
"38007","23009","3","0"
"38007","27035","10","0"
"38007","27053","7","0"
"38007","27121","6","0"
"38007","38015","5","0"
"38007","38017","5","0"
"38007","38023","3","0"
"38007","38035","14","0"
"38007","38049","0","1"
"38007","38077","4","0"
"38007","38089","8","72"
"38007","38093","2","0"
"38007","38099","3","0"
"38007","38101","0","6"
"38007","41043","0","15"
"38007","41051","7","0"
"38007","56037","4","0"
"38009","4013","0","12"
"38009","4021","1","0"
"38009","6007","12","0"
"38009","6037","0","7"
"38009","8013","2","0"
"38009","8077","24","0"
"38009","12031","7","0"
"38009","12086","4","0"
"38009","16055","0","16"
"38009","26049","3","0"
"38009","27027","2","0"
"38009","27049","6","0"
"38009","27053","11","0"
"38009","27061","0","10"
"38009","27083","2","0"
"38009","27089","1","0"
"38009","27107","0","2"
"38009","27123","8","0"
"38009","27135","2","0"
"38009","27139","2","0"
"38009","30017","1","0"
"38009","36063","3","0"
"38009","36077","2","0"
"38009","38015","5","28"
"38009","38017","34","69"
"38009","38023","0","9"
"38009","38035","0","3"
"38009","38037","0","1"
"38009","38055","0","18"
"38009","38057","4","0"
"38009","38059","0","2"
"38009","38061","0","12"
"38009","38069","12","0"
"38009","38071","5","4"
"38009","38073","11","0"
"38009","38075","4","31"
"38009","38079","13","0"
"38009","38087","3","0"
"38009","38089","5","0"
"38009","38095","0","45"
"38009","38099","5","0"
"38009","38101","75","90"
"38009","38103","0","6"
"38009","39035","3","0"
"38009","40067","0","3"
"38009","40131","27","0"
"38009","42003","3","0"
"38009","45019","1","0"
"38009","46025","0","8"
"38009","46099","29","0"
"38009","46105","1","0"
"38009","47119","21","0"
"38009","49035","27","0"
"38009","53037","3","0"
"38009","53053","3","0"
"38009","53077","1","0"
"38009","ASI000","7",""
"38009","EUR000","3",""
"38009","NAM000","38",""
"38011","6073","1","0"
"38011","16001","0","119"
"38011","20173","59","0"
"38011","26087","9","0"
"38011","26147","8","0"
"38011","27123","1","0"
"38011","30025","0","97"
"38011","30091","38","0"
"38011","30105","13","0"
"38011","35003","8","0"
"38011","38013","0","17"
"38011","38015","30","0"
"38011","38017","0","3"
"38011","38033","6","23"
"38011","38035","0","13"
"38011","38039","0","4"
"38011","38045","0","12"
"38011","38049","3","0"
"38011","38077","0","7"
"38011","38079","1","0"
"38011","38087","4","0"
"38011","38089","2","82"
"38011","46063","2","4"
"38011","46081","2","24"
"38011","46103","10","0"
"38011","48027","10","0"
"38011","53007","0","14"
"38011","53011","0","21"
"38011","56005","0","14"
"38013","1095","0","8"
"38013","2020","24","0"
"38013","4013","33","0"
"38013","9015","6","0"
"38013","16069","4","0"
"38013","19117","0","47"
"38013","24021","1","0"
"38013","26005","6","0"
"38013","26137","19","0"
"38013","27053","1","0"
"38013","27123","1","0"
"38013","38015","1","0"
"38013","38017","1","34"
"38013","38023","3","20"
"38013","38035","1","0"
"38013","38059","3","0"
"38013","38061","8","0"
"38013","38075","2","0"
"38013","38099","14","0"
"38013","38101","38","21"
"38013","38105","28","21"
"38013","47149","1","0"
"38013","48181","3","0"
"38013","53077","2","0"
"38013","55025","6","0"
"38013","56033","13","0"
"38015","1089","7","0"
"38015","2020","0","5"
"38015","4013","154","124"
"38015","4021","0","44"
"38015","5143","0","6"
"38015","6013","14","0"
"38015","6029","3","0"
"38015","6055","3","0"
"38015","6067","42","0"
"38015","6071","4","25"
"38015","6073","27","0"
"38015","6097","3","0"
"38015","6109","0","7"
"38015","8041","17","0"
"38015","8059","0","8"
"38015","8069","3","66"
"38015","12005","132","0"
"38015","12021","0","12"
"38015","12073","17","13"
"38015","12081","0","30"
"38015","12095","17","0"
"38015","13121","6","0"
"38015","15003","3","0"
"38015","16001","14","0"
"38015","16005","11","0"
"38015","16015","66","0"
"38015","16057","0","4"
"38015","17031","37","31"
"38015","17099","0","11"
"38015","17179","0","14"
"38015","19013","0","4"
"38015","19021","4","0"
"38015","19103","0","3"
"38015","19113","0","22"
"38015","19153","7","0"
"38015","19167","0","12"
"38015","19169","0","32"
"38015","20045","0","3"
"38015","20091","0","1"
"38015","22085","2","0"
"38015","24021","1","0"
