"placeA_FIPS","placeB_FIPS","BtoA","AtoB"
"32001","1051","0","44"
"32001","2013","0","6"
"32001","2016","0","2"
"32001","2195","0","5"
"32001","4001","19","10"
"32001","4013","10","92"
"32001","4025","46","0"
"32001","5025","3","0"
"32001","5069","2","0"
"32001","6001","43","0"
"32001","6013","7","25"
"32001","6017","0","21"
"32001","6027","28","0"
"32001","6029","3","0"
"32001","6031","52","0"
"32001","6035","87","4"
"32001","6037","0","15"
"32001","6059","19","0"
"32001","6061","37","0"
"32001","6067","14","0"
"32001","6073","90","21"
"32001","6075","17","0"
"32001","6111","57","0"
"32001","12011","37","0"
"32001","12031","9","0"
"32001","12033","4","0"
"32001","12095","14","0"
"32001","12105","5","0"
"32001","13069","17","0"
"32001","15003","56","0"
"32001","16001","3","0"
"32001","16011","1","0"
"32001","16067","0","34"
"32001","16087","0","31"
"32001","17043","15","0"
"32001","17161","18","0"
"32001","18151","6","0"
"32001","19165","4","0"
"32001","20009","64","0"
"32001","26145","3","0"
"32001","28047","4","5"
"32001","29051","0","54"
"32001","29095","4","0"
"32001","30001","0","12"
"32001","30083","0","31"
"32001","31061","29","0"
"32001","32003","95","184"
"32001","32005","0","72"
"32001","32007","12","12"
"32001","32011","10","0"
"32001","32013","41","60"
"32001","32015","9","3"
"32001","32019","312","611"
"32001","32021","0","8"
"32001","32023","2","195"
"32001","32027","16","32"
"32001","32031","242","634"
"32001","32033","0","3"
"32001","32510","0","88"
"32001","41017","37","0"
"32001","41023","94","0"
"32001","41035","55","0"
"32001","42075","11","0"
"32001","45013","16","0"
"32001","46103","39","0"
"32001","48027","1","0"
"32001","48029","57","12"
"32001","48085","4","15"
"32001","48157","0","11"
"32001","48187","0","9"
"32001","49047","0","57"
"32001","49057","0","35"
"32001","51710","10","20"
"32001","51810","116","0"
"32001","53015","0","48"
"32001","53029","21","91"
"32001","53033","0","12"
"32001","53035","4","49"
"32001","53041","0","3"
"32001","53061","69","54"
"32001","56035","30","0"
"32001","ASI000","161",""
"32001","CAM000","52",""
"32001","OCE000","22",""
"32003","1001","31","23"
"32003","1003","49","0"
"32003","1043","0","5"
"32003","1045","0","36"
"32003","1073","72","26"
"32003","1077","7","0"
"32003","1081","14","97"
"32003","1095","0","3"
"32003","1097","21","30"
"32003","1101","166","95"
"32003","1103","8","0"
"32003","1115","0","72"
"32003","1117","51","17"
"32003","1127","0","11"
"32003","2013","0","2"
"32003","2016","0","13"
"32003","2020","295","150"
"32003","2050","0","11"
"32003","2090","146","33"
"32003","2100","0","7"
"32003","2110","63","36"
"32003","2122","31","0"
"32003","2130","0","6"
"32003","2150","48","0"
"32003","2170","247","3"
"32003","2180","0","3"
"32003","2185","0","17"
"32003","2220","0","16"
"32003","2261","0","3"
"32003","4001","0","35"
"32003","4003","115","26"
"32003","4005","80","135"
"32003","4007","11","1"
"32003","4009","0","24"
"32003","4012","4","6"
"32003","4013","3,752","4,171"
"32003","4015","1,906","1,351"
"32003","4017","66","37"
"32003","4019","384","662"
"32003","4021","107","184"
"32003","4023","0","3"
"32003","4025","164","223"
"32003","4027","291","115"
"32003","5007","0","218"
"32003","5031","0","17"
"32003","5035","25","4"
"32003","5039","0","13"
"32003","5045","44","0"
"32003","5059","23","0"
"32003","5067","0","2"
"32003","5069","95","0"
"32003","5085","26","13"
"32003","5115","0","58"
"32003","5119","176","72"
"32003","5121","0","40"
"32003","5131","9","0"
"32003","5143","37","0"
"32003","6001","388","734"
"32003","6003","0","3"
"32003","6007","53","20"
"32003","6009","46","30"
"32003","6011","0","9"
"32003","6013","577","336"
"32003","6017","135","4"
"32003","6019","927","368"
"32003","6021","0","28"
"32003","6023","108","19"
"32003","6025","0","92"
"32003","6027","13","17"
"32003","6029","628","497"
"32003","6031","0","6"
"32003","6033","5","0"
"32003","6035","16","17"
"32003","6037","10,613","6,264"
"32003","6039","115","0"
"32003","6041","32","0"
"32003","6043","25","0"
"32003","6045","10","6"
"32003","6047","292","111"
"32003","6051","53","113"
"32003","6053","168","207"
"32003","6057","28","13"
"32003","6059","2,186","1,772"
"32003","6061","279","82"
"32003","6063","16","0"
"32003","6065","1,539","1,640"
"32003","6067","351","1,018"
"32003","6071","2,695","1,558"
"32003","6073","2,380","3,191"
"32003","6075","283","281"
"32003","6077","403","208"
"32003","6079","146","74"
"32003","6081","824","126"
"32003","6083","72","543"
"32003","6085","843","644"
"32003","6087","26","82"
"32003","6089","73","29"
"32003","6093","92","10"
"32003","6095","266","283"
"32003","6097","175","36"
"32003","6099","208","105"
"32003","6101","50","16"
"32003","6107","311","144"
"32003","6109","0","89"
"32003","6111","849","642"
