"placeA_FIPS","placeB_FIPS","BtoA","AtoB"
"28001","1003","33","0"
"28001","1069","0","4"
"28001","4013","21","0"
"28001","5035","7","0"
"28001","5119","0","24"
"28001","5131","184","0"
"28001","5139","0","1"
"28001","6037","7","0"
"28001","6053","8","0"
"28001","6059","8","0"
"28001","6073","5","0"
"28001","8123","5","0"
"28001","9011","0","9"
"28001","12005","29","0"
"28001","12086","60","15"
"28001","12095","15","0"
"28001","13121","29","0"
"28001","13135","1","0"
"28001","13179","16","0"
"28001","18141","19","0"
"28001","20091","8","0"
"28001","21141","46","0"
"28001","22015","0","58"
"28001","22025","0","2"
"28001","22029","330","75"
"28001","22033","20","21"
"28001","22041","0","9"
"28001","22051","7","50"
"28001","22055","0","18"
"28001","22059","0","19"
"28001","22061","8","0"
"28001","22071","0","14"
"28001","22083","0","7"
"28001","22085","0","6"
"28001","22101","0","12"
"28001","22103","0","22"
"28001","22105","0","36"
"28001","22107","6","3"
"28001","25013","0","16"
"28001","26163","13","0"
"28001","27003","0","10"
"28001","28003","0","9"
"28001","28005","0","10"
"28001","28013","0","2"
"28001","28019","0","1"
"28001","28021","0","16"
"28001","28025","0","10"
"28001","28029","15","15"
"28001","28033","0","11"
"28001","28035","31","42"
"28001","28037","0","14"
"28001","28041","0","20"
"28001","28043","10","0"
"28001","28045","0","3"
"28001","28047","21","195"
"28001","28049","28","92"
"28001","28051","0","5"
"28001","28059","0","31"
"28001","28067","0","21"
"28001","28071","0","30"
"28001","28073","0","241"
"28001","28075","18","14"
"28001","28087","0","5"
"28001","28089","0","49"
"28001","28093","8","0"
"28001","28095","10","0"
"28001","28105","19","27"
"28001","28113","13","83"
"28001","28115","3","0"
"28001","28117","3","0"
"28001","28121","0","45"
"28001","28123","48","0"
"28001","28125","0","6"
"28001","28127","0","7"
"28001","28131","0","4"
"28001","28135","3","0"
"28001","28143","0","6"
"28001","28147","3","16"
"28001","28149","0","31"
"28001","28151","0","2"
"28001","28153","0","1"
"28001","28157","0","27"
"28001","28163","1","0"
"28001","29053","0","6"
"28001","29095","8","15"
"28001","29145","0","8"
"28001","32003","5","0"
"28001","34027","1","0"
"28001","35001","0","5"
"28001","36047","6","0"
"28001","37163","5","0"
"28001","40109","0","10"
"28001","47037","43","0"
"28001","47157","38","5"
"28001","48121","12","4"
"28001","48143","0","13"
"28001","48215","20","0"
"28001","48223","0","1"
"28001","48303","0","9"
"28001","48381","0","3"
"28001","48469","0","2"
"28001","51650","4","0"
"28001","55005","0","4"
"28001","ASI000","10",""
"28001","CAM000","29",""
"28001","OCE000","9",""
"28003","1073","0","19"
"28003","1077","78","40"
"28003","1089","2","37"
"28003","1103","9","0"
"28003","4013","12","0"
"28003","4019","0","11"
"28003","5017","40","0"
"28003","5031","26","0"
"28003","5055","6","0"
"28003","5107","0","15"
"28003","6019","0","8"
"28003","6037","85","0"
"28003","6045","11","0"
"28003","6071","0","10"
"28003","6081","58","0"
"28003","13051","14","0"
"28003","13103","22","0"
"28003","13113","0","15"
"28003","13215","3","0"
"28003","13231","0","4"
"28003","13285","61","0"
"28003","16057","13","0"
"28003","16069","0","19"
"28003","17031","0","13"
"28003","18079","0","5"
"28003","19033","0","20"
"28003","20051","16","0"
"28003","21083","0","1"
"28003","22015","0","18"
"28003","22051","21","0"
"28003","22057","0","16"
"28003","22059","0","10"
"28003","22103","106","0"
"28003","26049","1","0"
"28003","26075","0","13"
"28003","28007","0","11"
"28003","28011","3","0"
"28003","28015","0","4"
"28003","28017","18","0"
"28003","28019","16","10"
"28003","28025","22","0"
"28003","28031","0","1"
"28003","28033","0","58"
"28003","28035","14","0"
"28003","28041","3","40"
"28003","28043","3","0"
"28003","28047","5","2"
"28003","28049","18","5"
"28003","28057","0","53"
"28003","28059","4","0"
"28003","28069","12","0"
"28003","28071","3","27"
"28003","28075","18","0"
"28003","28079","3","0"
"28003","28081","175","87"
"28003","28083","3","6"
"28003","28085","9","0"
"28003","28087","12","0"
"28003","28089","6","5"
"28003","28093","6","4"
"28003","28101","0","8"
"28003","28105","90","51"
"28003","28113","0","5"
"28003","28117","54","152"
"28003","28119","15","0"
"28003","28121","93","26"
"28003","28123","0","1"
"28003","28133","9","23"
"28003","28135","0","7"
"28003","28137","0","49"
"28003","28139","102","179"
"28003","28141","474","41"
"28003","28145","56","0"
"28003","28147","4","0"
"28003","28151","0","3"
"28003","28163","0","3"
"28003","29510","4","0"
"28003","32003","0","28"
"28003","34001","0","22"
"28003","35029","8","0"
"28003","37051","35","0"
"28003","37067","0","11"
"28003","37119","22","0"
"28003","37183","24","0"
"28003","39017","0","9"
"28003","40143","0","33"
"28003","47023","0","13"
"28003","47039","1","0"
"28003","47053","0","43"
"28003","47077","60","0"
"28003","47089","15","0"
"28003","47109","52","21"
"28003","47117","0","18"
"28003","47141","0","90"
"28003","47157","66","0"
"28003","47181","22","0"
"28003","48201","26","0"
"28003","48365","0","4"
"28003","51810","0","41"
"28003","54033","13","0"
"28003","CAM000","49",""
"28005","5131","10","0"
"28005","6037","0","7"
"28005","13053","0","25"
"28005","13231","0","26"
"28005","22029","6","8"
"28005","22033","63","116"
"28005","22051","8","0"
"28005","22067","0","6"
"28005","22079","0","6"
"28005","22105","0","42"
"28005","26099","0","8"
"28005","26163","0","5"
"28005","27047","3","0"
"28005","28007","11","0"
"28005","28029","0","9"
"28005","28031","5","0"
"28005","28037","4","17"
"28005","28041","0","11"
"28005","28049","0","24"
"28005","28067","4","5"
"28005","28073","2","0"
"28005","28085","50","0"
"28005","28089","0","10"
"28005","28113","71","35"
"28005","28121","0","4"
"28005","28127","0","4"
"28005","28133","0","6"
"28005","28149","17","0"
"28005","28151","9","0"
"28005","28157","4","56"
"28005","28161","0","14"
"28005","32023","0","4"
"28005","42015","0","26"
"28005","45079","0","19"
"28007","1015","4","0"
"28007","1051","37","0"
"28007","1101","63","0"
"28007","5003","12","0"
"28007","5031","0","17"
"28007","6073","59","0"
"28007","8041","0","32"
"28007","12033","0","17"
"28007","13095","6","0"
"28007","13117","0","10"
"28007","16057","6","0"
"28007","18083","3","0"
"28007","18089","3","0"
"28007","18109","0","1"
"28007","18177","0","4"
"28007","21111","8","0"
"28007","22017","2","0"
"28007","22063","12","0"
"28007","22115","0","6"
"28007","28009","0","10"
"28007","28011","0","27"
"28007","28015","4","2"
"28007","28017","21","0"
"28007","28019","88","31"
"28007","28021","6","0"
"28007","28027","6","0"
"28007","28037","6","0"
"28007","28045","0","10"
"28007","28047","21","0"
"28007","28049","31","42"
"28007","28051","200","140"
"28007","28053","0","3"
"28007","28055","0","8"
"28007","28067","0","11"
"28007","28069","0","2"
"28007","28071","8","4"
"28007","28075","0","6"
"28007","28079","94","76"
"28007","28081","11","0"
"28007","28083","0","57"
"28007","28087","1","187"
"28007","28089","10","72"
"28007","28093","0","5"
"28007","28095","0","22"
"28007","28099","6","161"
"28007","28101","7","0"
"28007","28105","24","26"
"28007","28109","0","7"
"28007","28121","10","15"
"28007","28123","5","0"
"28007","28127","0","6"
"28007","28137","0","36"
"28007","28139","1","0"
"28007","28151","0","54"
"28007","28155","150","0"
"28007","28159","60","7"
"28007","30009","9","0"
"28007","37051","0","11"
"28007","47037","0","23"
"28007","47157","70","0"
"28007","48439","7","0"
"28007","51047","0","54"
"28007","55079","26","0"
"28007","ASI000","13",""
"28009","1059","3","0"
"28009","1077","3","0"
"28009","21093","55","0"
"28009","21111","7","0"
"28009","28011","0","2"
"28009","28033","5","7"
"28009","28041","0","3"
"28009","28043","0","37"
"28009","28057","0","9"
"28009","28067","0","3"
"28009","28083","0","4"
"28009","28093","243","41"
"28009","28105","0","21"
"28009","28117","0","11"
"28009","28121","1","8"
"28009","28123","1","0"
"28009","28125","0","2"
"28009","28131","6","0"
"28009","28133","0","3"
"28009","28137","6","11"
"28009","28139","0","188"
"28009","28145","86","60"
"28009","28155","0","11"
"28009","28159","0","6"
"28009","45079","0","5"
"28009","47047","95","0"
"28009","47157","17","0"
"28009","53061","0","52"
"28009","ASI000","5",""
"28011","1003","0","22"
"28011","1009","100","0"
"28011","1019","0","3"
"28011","1023","0","3"
"28011","1031","26","0"
"28011","1097","5","16"
"28011","1109","0","5"
"28011","5019","134","0"
"28011","12115","0","16"
"28011","12133","0","5"
"28011","13063","3","0"
"28011","13071","0","10"
"28011","13121","6","0"
"28011","13135","9","0"
"28011","13141","0","10"
"28011","13291","0","36"
"28011","16007","5","0"
"28011","17031","54","0"
"28011","17067","0","2"
"28011","17115","0","1"
"28011","17161","131","0"
"28011","17167","46","0"
"28011","18035","7","16"
"28011","18097","4","0"
"28011","20173","0","8"
"28011","21015","0","11"
"28011","21093","2","0"
"28011","21145","8","0"
"28011","21213","9","0"
"28011","22043","0","2"
"28011","22057","7","0"
"28011","22071","4","0"
"28011","24005","3","0"
"28011","25017","7","0"
"28011","25019","0","6"
"28011","26099","18","0"
"28011","26163","6","0"
"28011","27053","0","16"
"28011","27123","0","10"
"28011","28013","0","11"
"28011","28015","0","16"
"28011","28017","0","9"
"28011","28019","12","0"
"28011","28021","0","12"
"28011","28027","116","284"
"28011","28029","34","3"
"28011","28033","86","66"
"28011","28035","5","0"
"28011","28039","2","7"
"28011","28041","6","7"
"28011","28043","3","7"
"28011","28045","4","10"
"28011","28047","8","94"
"28011","28049","41","46"
"28011","28051","5","0"
"28011","28053","9","8"
"28011","28055","19","0"
"28011","28059","0","1"
"28011","28061","0","12"
"28011","28063","6","4"
"28011","28069","5","0"
"28011","28073","10","0"
"28011","28075","35","49"
"28011","28079","0","10"
"28011","28081","49","87"
"28011","28083","16","56"
"28011","28085","3","0"
"28011","28087","15","0"
"28011","28089","14","7"
"28011","28091","3","0"
"28011","28093","11","3"
"28011","28095","10","0"
"28011","28097","8","0"
"28011","28099","13","0"
"28011","28105","51","66"
"28011","28107","0","6"
"28011","28113","0","7"
"28011","28115","2","0"
"28011","28117","0","13"
"28011","28119","20","2"
"28011","28121","17","48"
"28011","28127","0","14"
"28011","28131","0","5"
"28011","28133","397","143"
"28011","28135","31","17"
"28011","28137","0","14"
"28011","28139","0","8"
"28011","28141","0","8"
"28011","28143","0","226"
"28011","28145","12","0"
"28011","28147","25","0"
"28011","28149","0","1"
"28011","28151","151","292"
"28011","28153","5","0"
"28011","28159","6","65"
"28011","28161","3","4"
"28011","28163","16","32"
"28011","29005","0","11"
"28011","29021","0","24"
"28011","29133","0","2"
"28011","29189","7","0"
"28011","36089","26","0"
"28011","37025","2","0"
"28011","37065","0","64"
"28011","37119","0","13"
"28011","40109","2","0"
"28011","40143","6","0"
"28011","45063","46","0"
"28011","47037","9","0"
"28011","47131","0","6"
"28011","47157","84","258"
"28011","48121","9","0"
"28011","48201","0","6"
"28011","48231","9","0"
"28011","48485","0","10"
"28011","55025","141","0"
"28011","ASI000","5",""
"28011","CAR000","3",""
"28013","1025","1","0"
"28013","1033","15","0"
"28013","1125","3","0"
"28013","5031","64","0"
"28013","5051","0","20"
"28013","6053","0","16"
"28013","6099","4","0"
"28013","12005","0","12"
"28013","12091","0","31"
"28013","12095","2","0"
"28013","12103","0","6"
"28013","13131","3","0"
"28013","13135","1","0"
"28013","16057","2","0"
"28013","20091","4","0"
"28013","21069","0","19"
"28013","28015","0","105"
"28013","28017","265","33"
"28013","28023","0","11"
"28013","28029","6","0"
"28013","28033","8","85"
"28013","28039","0","17"
"28013","28043","69","0"
"28013","28045","1","0"
"28013","28049","12","11"
"28013","28051","29","0"
"28013","28055","0","10"
"28013","28057","6","3"
"28013","28059","0","29"
"28013","28061","2","0"
"28013","28071","69","17"
"28013","28075","3","0"
"28013","28077","2","0"
"28013","28081","140","8"
"28013","28095","0","140"
"28013","28097","0","23"
"28013","28105","60","49"
"28013","28113","9","0"
"28013","28115","69","0"
"28013","28117","0","5"
"28013","28121","0","9"
"28013","28127","0","4"
"28013","28131","0","36"
"28013","28133","0","10"
"28013","28139","7","0"
"28013","28151","0","4"
"28013","28155","8","4"
"28013","28157","1","0"
"28013","36083","9","0"
"28013","36113","37","0"
"28013","38101","0","9"
"28013","39153","1","0"
"28013","47071","0","3"
"28013","47117","0","1"
"28013","47157","6","1"
"28013","47181","0","1"
"28013","47187","0","7"
"28013","48181","0","11"
"28013","48439","0","4"
"28013","53031","2","0"
"28013","ASI000","19",""
"28013","EUR000","8",""
"28015","1003","0","54"
"28015","5007","0","40"
"28015","6107","2","0"
"28015","13121","0","16"
"28015","18089","13","0"
"28015","21185","0","4"
"28015","28017","0","8"
"28015","28019","6","0"
"28015","28027","1","10"
"28015","28035","0","1"
"28015","28041","16","0"
"28015","28049","0","7"
"28015","28051","0","16"
"28015","28053","0","11"
"28015","28071","1","0"
"28015","28079","9","6"
"28015","28081","6","0"
"28015","28083","88","0"
"28015","28089","0","9"
"28015","28093","0","26"
"28015","28095","0","43"
"28015","28097","117","0"
"28015","28117","9","0"
"28015","28127","0","1"
"28015","28133","12","58"
"28015","28143","0","9"
"28015","28151","0","19"
"28015","28155","0","48"
"28015","28159","11","0"
"28015","47149","0","18"
"28017","1017","10","0"
"28017","1071","0","1"
"28017","1073","0","10"
"28017","1107","0","14"
"28017","6073","11","0"
"28017","12057","2","0"
"28017","12105","19","0"
"28017","13077","0","16"
"28017","13245","2","0"
"28017","17043","13","0"
"28017","22093","5","0"
"28017","25015","4","0"
"28017","26163","23","0"
"28017","28019","0","9"
"28017","28025","68","29"
"28017","28033","22","0"
"28017","28035","20","23"
"28017","28039","0","2"
"28017","28045","5","0"
"28017","28047","6","0"
"28017","28049","6","0"
"28017","28057","11","19"
"28017","28059","1","0"
"28017","28067","0","5"
"28017","28071","0","35"
"28017","28075","0","18"
"28017","28081","114","67"
"28017","28083","12","0"
"28017","28087","5","95"
"28017","28089","0","2"
"28017","28091","4","0"
"28017","28093","7","0"
"28017","28095","7","68"
"28017","28105","3","63"
"28017","28109","0","57"
"28017","28115","32","440"
"28017","28117","0","17"
"28017","28119","4","12"
"28017","28121","6","18"
"28017","28133","0","29"
"28017","28135","0","32"
"28017","28145","74","0"
"28017","28149","0","4"
"28017","28155","183","2"
"28017","28161","21","0"
"28017","28163","6","0"
"28017","39049","36","0"
"28017","47065","0","22"
"28017","47125","3","0"
"28017","47157","6","22"
"28017","48027","19","0"
"28017","48487","0","45"
"28017","48499","0","2"
"28017","51041","0","12"
"28017","ASI000","18",""
"28017","CAR000","20",""
"28019","1033","14","0"
"28019","1077","37","0"
"28019","1089","11","0"
"28019","1121","8","0"
"28019","5055","1","0"
"28019","9011","8","0"
"28019","12095","23","0"
"28019","12117","2","0"
"28019","13051","28","0"
"28019","22087","15","0"
"28019","26049","0","18"
"28019","26125","2","0"
"28019","26163","10","0"
"28019","28023","0","2"
"28019","28049","0","3"
"28019","28051","10","54"
"28019","28057","0","6"
"28019","28059","68","0"
"28019","28069","0","3"
"28019","28075","0","9"
"28019","28077","4","0"
"28019","28081","0","99"
"28019","28083","0","3"
"28019","28087","6","29"
"28019","28089","1","0"
"28019","28093","3","0"
"28019","28097","27","5"
"28019","28099","17","0"
"28019","28105","68","94"
"28019","28107","29","5"
"28019","28109","0","7"
"28019","28117","0","10"
"28019","28121","7","156"
"28019","28135","2","0"
"28019","28137","0","6"
"28019","28155","75","101"
"28019","28159","32","0"
"28019","28163","0","15"
"28019","36005","0","41"
"28019","36067","0","22"
"28019","36071","0","48"
"28019","40015","0","62"
"28019","40109","0","56"
"28019","45019","6","0"
"28019","47033","9","0"
"28019","47037","2","0"
"28019","47065","2","0"
"28019","47093","6","0"
"28019","47157","11","0"
"28019","48121","0","32"
"28019","48201","97","0"
"28021","1049","18","0"
"28021","1103","0","3"
"28021","8059","0","30"
"28021","12086","1","0"
"28021","12095","11","0"
"28021","13121","2","0"
"28021","13245","1","0"
"28021","17031","19","0"
"28021","22017","18","0"
"28021","22049","86","0"
"28021","22051","0","23"
"28021","22071","3","0"
"28021","26163","0","13"
"28021","28023","0","6"
"28021","28025","1","0"
"28021","28033","10","3"
"28021","28035","0","14"
"28021","28037","1","0"
"28021","28047","7","1"
"28021","28049","41","332"
"28021","28059","0","6"
"28021","28063","31","0"
"28021","28065","2","0"
"28021","28067","1","9"
"28021","28075","0","2"
"28021","28079","0","8"
"28021","28081","6","0"
"28021","28085","16","0"
"28021","28087","0","1"
"28021","28089","0","6"
"28021","28097","4","0"
"28021","28101","4","0"
"28021","28107","0","4"
"28021","28113","2","0"
"28021","28121","11","2"
"28021","28123","0","10"
"28021","28149","0","69"
"28021","28151","12","0"
"28021","29510","14","0"
"28021","39139","0","9"
"28021","39153","1","0"
"28021","40031","0","10"
"28021","40109","0","18"
"28021","47025","13","0"
"28021","47157","10","0"
"28021","48201","4","0"
"28021","55079","2","0"
"28021","CAM000","7",""
"28023","1125","0","18"
"28023","5001","0","2"
"28023","5023","0","7"
"28023","6081","5","0"
"28023","12057","18","0"
"28023","17037","24","0"
"28023","17111","8","0"
"28023","19187","0","9"
"28023","21089","0","1"
"28023","21129","2","0"
"28023","22051","0","17"
"28023","22055","0","23"
"28023","22063","8","0"
"28023","22123","0","48"
"28023","26125","10","0"
"28023","28025","6","16"
"28023","28027","0","7"
"28023","28033","0","9"
"28023","28035","4","0"
"28023","28039","0","29"
"28023","28047","2","0"
"28023","28049","0","9"
"28023","28051","4","0"
"28023","28061","0","84"
"28023","28067","0","24"
"28023","28069","0","3"
"28023","28073","1","2"
"28023","28075","72","557"
"28023","28077","0","4"
"28023","28079","4","0"
"28023","28081","0","10"
"28023","28091","1","0"
"28023","28093","0","19"
"28023","28099","11","0"
"28023","28101","17","6"
"28023","28113","0","1"
"28023","28121","0","29"
"28023","28123","0","2"
"28023","28127","42","29"
"28023","28135","0","12"
"28023","28141","3","0"
"28023","28153","23","77"
"28023","36045","0","3"
"28023","36081","27","0"
"28023","45007","10","0"
"28023","47071","1","0"
"28023","47157","0","14"
"28023","ASI000","3",""
"28023","CAR000","1",""
"28023","EUR000","12",""
"28023","NAM000","7",""
"28025","1073","0","15"
"28025","1107","14","0"
"28025","5147","0","6"
"28025","12086","0","70"
"28025","12101","0","15"
"28025","13009","0","5"
"28025","13051","2","0"
"28025","13135","7","0"
"28025","17031","34","0"
"28025","18059","0","6"
"28025","21185","0","9"
"28025","26065","0","1"
"28025","26163","0","4"
"28025","28027","0","3"
"28025","28035","0","1"
"28025","28037","37","0"
"28025","28041","6","0"
"28025","28043","22","34"
"28025","28047","0","1"
"28025","28049","1","13"
"28025","28051","7","0"
"28025","28057","0","15"
"28025","28059","0","3"
"28025","28067","0","2"
"28025","28069","0","10"
"28025","28075","0","2"
"28025","28081","72","49"
"28025","28087","142","226"
"28025","28095","139","40"
"28025","28099","22","1"
"28025","28103","45","0"
"28025","28105","154","82"
"28025","28107","0","12"
"28025","28115","10","0"
"28025","28117","0","14"
"28025","28119","0","4"
"28025","28121","0","5"
"28025","28127","11","0"
"28025","28137","31","40"
"28025","28145","0","22"
"28025","28151","0","5"
"28025","28155","0","3"
"28025","28163","9","0"
"28025","33013","0","1"
"28025","47025","8","0"
"28025","48199","6","0"
"28025","48201","0","4"
"28025","48451","0","15"
"28025","CAR000","10",""
"28027","1073","4","0"
"28027","1089","0","15"
"28027","1097","5","0"
"28027","1133","7","0"
"28027","5037","0","2"
"28027","5105","5","0"
"28027","5107","26","27"
"28027","5133","0","8"
"28027","6001","5","0"
"28027","6037","3","28"
"28027","12007","4","0"
"28027","12033","5","0"
"28027","13121","6","0"
"28027","17031","85","8"
"28027","17073","0","14"
"28027","17163","12","0"
"28027","18039","22","0"
"28027","18089","12","0"
"28027","18097","0","7"
"28027","19101","0","28"
"28027","19153","8","0"
"28027","22067","3","0"
"28027","22069","16","0"
"28027","22127","13","0"
"28027","24003","0","20"
"28027","24033","0","5"
"28027","24037","0","1"
"28027","26075","16","0"
"28027","28033","0","85"
"28027","28035","0","2"
"28027","28043","0","77"
"28027","28047","4","13"
"28027","28049","40","60"
"28027","28059","6","0"
"28027","28071","8","166"
