"placeA_FIPS","placeB_FIPS","BtoA","AtoB"
"36001","1061","6","0"
"36001","1081","0","15"
"36001","2020","24","0"
"36001","2050","0","11"
"36001","2170","9","0"
"36001","4003","0","38"
"36001","4013","9","108"
"36001","4015","0","42"
"36001","4019","9","0"
"36001","5005","18","0"
"36001","5031","13","0"
"36001","6001","0","52"
"36001","6013","0","16"
"36001","6019","0","33"
"36001","6037","35","135"
"36001","6041","28","0"
"36001","6059","61","18"
"36001","6065","0","14"
"36001","6067","13","48"
"36001","6071","27","42"
"36001","6073","16","13"
"36001","6075","8","82"
"36001","6081","127","0"
"36001","6083","0","28"
"36001","6085","14","29"
"36001","6089","0","40"
"36001","6107","0","12"
"36001","6111","42","0"
"36001","8005","0","22"
"36001","8013","0","37"
"36001","8031","21","32"
"36001","8041","0","28"
"36001","8077","0","5"
"36001","9001","102","41"
"36001","9003","40","100"
"36001","9005","0","30"
"36001","9009","65","111"
"36001","9011","32","40"
"36001","9013","25","20"
"36001","9015","11","11"
"36001","10001","47","20"
"36001","10003","221","27"
"36001","11001","145","55"
"36001","12009","0","16"
"36001","12011","9","35"
"36001","12021","0","40"
"36001","12035","44","0"
"36001","12057","0","16"
"36001","12071","23","17"
"36001","12081","0","17"
"36001","12086","9","52"
"36001","12091","0","32"
"36001","12095","110","91"
"36001","12099","9","61"
"36001","12101","0","34"
"36001","12103","147","60"
"36001","12105","212","29"
"36001","12115","15","12"
"36001","12117","21","0"
"36001","12119","11","23"
"36001","12127","19","35"
"36001","13021","0","8"
"36001","13063","39","0"
"36001","13067","0","49"
"36001","13075","0","15"
"36001","13089","3","0"
"36001","13121","60","11"
"36001","15003","26","28"
"36001","17031","49","53"
"36001","17161","15","0"
"36001","17163","0","33"
"36001","17167","40","0"
"36001","18035","11","0"
"36001","18107","0","41"
"36001","18157","0","7"
"36001","18173","12","0"
"36001","19103","37","0"
"36001","19141","4","0"
"36001","21067","15","0"
"36001","21111","18","11"
"36001","21163","0","7"
"36001","21195","0","2"
"36001","22071","16","0"
"36001","22103","0","12"
"36001","23009","0","6"
"36001","23019","0","31"
"36001","24003","0","56"
"36001","24005","0","40"
"36001","24021","14","0"
"36001","24027","0","14"
"36001","24031","28","0"
"36001","24510","0","28"
"36001","25001","18","0"
"36001","25003","38","84"
"36001","25005","0","7"
"36001","25009","0","9"
"36001","25013","35","0"
"36001","25015","10","18"
"36001","25017","318","276"
"36001","25021","44","62"
"36001","25023","6","32"
"36001","25025","80","267"
"36001","25027","296","112"
"36001","26061","0","8"
"36001","26065","0","18"
"36001","26099","0","7"
"36001","26139","0","26"
"36001","26161","0","23"
"36001","26163","0","13"
"36001","27053","40","0"
"36001","27123","0","72"
"36001","27131","0","3"
"36001","27137","17","0"
"36001","27145","0","6"
"36001","29019","20","0"
"36001","29051","20","0"
"36001","29139","0","4"
"36001","29165","0","13"
"36001","32003","33","34"
"36001","33001","21","0"
"36001","33003","58","0"
"36001","33005","0","27"
"36001","33009","0","5"
"36001","33011","43","8"
"36001","33013","0","15"
"36001","33015","13","0"
"36001","33017","0","16"
"36001","34001","29","0"
"36001","34003","102","24"
"36001","34005","19","0"
"36001","34007","6","0"
"36001","34013","139","68"
"36001","34017","14","10"
"36001","34021","0","32"
"36001","34023","16","0"
"36001","34025","47","0"
"36001","34027","86","78"
"36001","34029","29","0"
"36001","34035","0","80"
"36001","34037","0","4"
"36001","34041","15","0"
"36001","36003","0","25"
"36001","36005","609","252"
"36001","36007","135","169"
"36001","36009","37","0"
"36001","36011","0","22"
"36001","36013","13","29"
"36001","36015","48","1"
"36001","36017","35","14"
"36001","36019","166","91"
"36001","36021","196","234"
"36001","36023","202","36"
"36001","36025","16","75"
"36001","36027","346","196"
"36001","36029","210","356"
"36001","36031","74","96"
"36001","36033","92","252"
"36001","36035","88","99"
"36001","36037","32","0"
"36001","36039","429","214"
"36001","36043","150","0"
"36001","36045","34","44"
"36001","36047","507","90"
"36001","36051","0","145"
"36001","36053","113","101"
"36001","36055","183","236"
"36001","36057","95","109"
"36001","36059","684","172"
"36001","36061","396","220"
"36001","36063","16","10"
"36001","36065","155","148"
"36001","36067","293","338"
"36001","36069","70","99"
"36001","36071","437","87"
"36001","36073","12","12"
"36001","36075","53","87"
"36001","36077","171","130"
"36001","36079","32","72"
"36001","36081","223","278"
"36001","36083","2,661","3,578"
"36001","36085","150","187"
"36001","36087","123","81"
"36001","36089","74","223"
"36001","36091","1,222","1,411"
"36001","36093","1,031","1,538"
"36001","36095","194","116"
"36001","36097","14","20"
"36001","36099","11","33"
"36001","36101","4","0"
"36001","36103","693","155"
"36001","36105","18","72"
"36001","36107","5","0"
"36001","36109","74","71"
"36001","36111","225","232"
"36001","36113","182","13"
"36001","36115","97","25"
"36001","36117","25","16"
"36001","36119","632","110"
"36001","36121","0","15"
"36001","37021","92","0"
"36001","37049","0","105"
"36001","37051","7","26"
"36001","37063","0","7"
"36001","37119","19","15"
"36001","37129","26","15"
"36001","37183","6","34"
"36001","37189","0","4"
"36001","38017","0","35"
"36001","39035","15","6"
"36001","39049","29","112"
"36001","39061","5","8"
"36001","39081","15","0"
"36001","39165","22","0"
"36001","40009","82","0"
"36001","41005","0","20"
"36001","41067","0","51"
"36001","42003","0","65"
"36001","42011","37","27"
"36001","42017","26","20"
"36001","42027","15","0"
"36001","42029","18","0"
"36001","42041","0","10"
"36001","42043","36","80"
"36001","42045","12","15"
"36001","42051","4","0"
"36001","42069","19","9"
"36001","42071","25","0"
