"placeA_FIPS","placeB_FIPS","BtoA","AtoB"
"27001","1117","2","0"
"27001","2020","1","0"
"27001","4013","0","17"
"27001","6037","7","0"
"27001","11001","1","0"
"27001","13157","1","0"
"27001","15003","16","0"
"27001","17031","2","0"
"27001","17089","1","0"
"27001","18057","10","0"
"27001","18183","1","0"
"27001","22057","4","0"
"27001","23029","3","0"
"27001","27003","43","9"
"27001","27005","2","4"
"27001","27007","14","0"
"27001","27011","0","7"
"27001","27015","1","0"
"27001","27017","50","0"
"27001","27021","18","0"
"27001","27035","51","41"
"27001","27037","6","23"
"27001","27041","9","48"
"27001","27053","103","82"
"27001","27059","24","47"
"27001","27061","69","16"
"27001","27065","12","0"
"27001","27067","0","6"
"27001","27085","5","6"
"27001","27089","15","1"
"27001","27091","4","0"
"27001","27095","45","37"
"27001","27097","2","5"
"27001","27099","0","14"
"27001","27103","0","1"
"27001","27105","0","13"
"27001","27109","10","45"
"27001","27111","0","25"
"27001","27115","35","8"
"27001","27123","22","76"
"27001","27137","21","31"
"27001","27139","3","0"
"27001","27141","26","0"
"27001","27143","8","0"
"27001","27145","6","8"
"27001","27149","0","12"
"27001","27153","4","6"
"27001","27159","0","19"
"27001","27163","22","10"
"27001","27171","4","0"
"27001","30031","0","9"
"27001","30073","0","6"
"27001","32003","6","0"
"27001","33003","2","0"
"27001","34023","8","0"
"27001","36071","0","30"
"27001","38017","6","0"
"27001","42095","3","0"
"27001","42133","0","11"
"27001","46011","1","0"
"27001","46111","1","0"
"27001","48091","4","0"
"27001","48141","1","0"
"27001","49003","39","0"
"27001","51810","1","0"
"27001","53065","14","0"
"27001","55031","0","2"
"27001","55081","0","12"
"27001","55101","1","0"
"27001","ASI000","8",""
"27001","CAM000","3",""
"27001","EUR000","3",""
"27003","1069","35","0"
"27003","1125","29","0"
"27003","2020","37","0"
"27003","2122","1","0"
"27003","4001","0","6"
"27003","4003","16","17"
"27003","4005","0","4"
"27003","4013","126","205"
"27003","4019","15","25"
"27003","4025","14","34"
"27003","4027","12","0"
"27003","5009","0","19"
"27003","6019","27","0"
"27003","6029","0","78"
"27003","6037","271","0"
"27003","6059","0","18"
"27003","6065","0","30"
"27003","6071","0","15"
"27003","6073","45","0"
"27003","6085","0","31"
"27003","6087","0","11"
"27003","6111","0","6"
"27003","8005","0","47"
"27003","8013","0","8"
"27003","8014","8","0"
"27003","8031","19","130"
"27003","8035","0","17"
"27003","8041","18","0"
"27003","8059","0","55"
"27003","8101","0","20"
"27003","8107","0","7"
"27003","9001","6","0"
"27003","9009","0","32"
"27003","9011","0","8"
"27003","12011","8","0"
"27003","12033","0","25"
"27003","12035","33","0"
"27003","12053","7","0"
"27003","12069","0","85"
"27003","12071","0","51"
"27003","12083","0","29"
"27003","12086","0","17"
"27003","12091","0","14"
"27003","12099","19","0"
"27003","12103","10","12"
"27003","12127","10","0"
"27003","12131","0","28"
"27003","13059","16","0"
"27003","13063","26","0"
"27003","13135","77","17"
"27003","13215","0","8"
"27003","13243","11","0"
"27003","15003","184","20"
"27003","17007","45","0"
"27003","17019","0","6"
"27003","17031","96","38"
"27003","17043","52","0"
"27003","17111","34","128"
"27003","17115","24","0"
"27003","17119","0","18"
"27003","17153","0","3"
"27003","17155","0","3"
"27003","17157","0","9"
"27003","17183","0","10"
"27003","18003","0","10"
"27003","18005","52","0"
"27003","18037","16","0"
"27003","18089","11","0"
"27003","18127","0","17"
"27003","18157","26","0"
"27003","19013","10","0"
"27003","19021","15","0"
"27003","19033","0","6"
"27003","19049","0","11"
"27003","19055","9","0"
"27003","19067","0","47"
"27003","19091","39","4"
"27003","19101","1","0"
"27003","19103","51","13"
"27003","19113","19","0"
"27003","19127","0","7"
"27003","19153","15","0"
"27003","19163","18","35"
"27003","19169","31","18"
"27003","19181","0","25"
"27003","19187","19","0"
"27003","19193","0","14"
"27003","20015","0","18"
"27003","20055","0","1"
"27003","20061","9","0"
"27003","20063","0","7"
"27003","20161","0","13"
"27003","21015","0","43"
"27003","21017","0","2"
"27003","21093","8","0"
"27003","21111","0","17"
"27003","21209","0","8"
"27003","22031","0","20"
"27003","22033","38","0"
"27003","22071","0","31"
"27003","23011","28","0"
"27003","24025","0","11"
"27003","24031","0","54"
"27003","24033","6","0"
"27003","24510","0","8"
"27003","25015","0","3"
"27003","25017","0","52"
"27003","26045","16","0"
"27003","26053","0","27"
"27003","26061","0","8"
"27003","26071","28","0"
"27003","26075","12","0"
"27003","26099","13","0"
"27003","26161","0","41"
"27003","27005","25","26"
"27003","27007","29","40"
"27003","27009","2","124"
"27003","27013","86","191"
"27003","27017","54","130"
"27003","27019","63","162"
"27003","27021","44","90"
"27003","27025","397","379"
"27003","27027","69","78"
"27003","27029","0","20"
"27003","27031","0","1"
"27003","27035","94","52"
"27003","27037","395","363"
"27003","27041","43","60"
"27003","27043","0","5"
"27003","27045","27","0"
"27003","27047","8","10"
"27003","27049","13","34"
"27003","27051","0","4"
"27003","27053","5,925","5,888"
"27003","27055","18","8"
"27003","27057","21","2"
"27003","27059","522","751"
"27003","27061","60","114"
"27003","27063","4","0"
"27003","27065","106","66"
"27003","27067","0","11"
"27003","27069","0","1"
"27003","27071","0","13"
"27003","27075","8","6"
"27003","27083","26","68"
"27003","27085","52","40"
"27003","27091","10","2"
"27003","27093","0","6"
"27003","27095","54","119"
"27003","27097","23","39"
"27003","27099","73","3"
"27003","27103","0","158"
"27003","27107","0","13"
"27003","27109","76","139"
"27003","27111","4","53"
"27003","27113","0","4"
"27003","27115","110","111"
"27003","27117","35","2"
"27003","27119","34","13"
"27003","27121","1","6"
"27003","27123","3,110","3,026"
"27003","27125","28","0"
"27003","27127","82","2"
"27003","27129","12","0"
"27003","27131","258","168"
"27003","27133","0","9"
"27003","27135","0","4"
"27003","27137","353","675"
"27003","27139","91","181"
"27003","27141","768","750"
"27003","27143","0","9"
"27003","27145","125","794"
"27003","27147","26","29"
"27003","27149","0","21"
"27003","27151","17","33"
"27003","27153","43","47"
"27003","27157","0","3"
"27003","27159","0","2"
"27003","27161","0","29"
"27003","27163","743","1,037"
"27003","27169","19","57"
"27003","27171","333","320"
"27003","27173","0","6"
"27003","28001","10","0"
"27003","28045","0","1"
"27003","28049","0","11"
"27003","28053","0","11"
"27003","28071","0","11"
"27003","28075","0","17"
"27003","29129","0","8"
"27003","29143","0","8"
"27003","29169","9","46"
"27003","29183","0","13"
"27003","29510","42","0"
"27003","30083","0","28"
"27003","31055","0","22"
"27003","31153","0","18"
"27003","32003","187","89"
"27003","34003","23","0"
"27003","34005","13","0"
"27003","34041","37","0"
"27003","35001","97","38"
"27003","35029","0","4"
"27003","36005","30","0"
"27003","36019","0","7"
"27003","36029","20","0"
"27003","36045","0","4"
"27003","36047","16","8"
"27003","36061","17","0"
"27003","36065","9","0"
"27003","37045","0","4"
"27003","37051","0","3"
"27003","37119","0","36"
"27003","37133","28","20"
"27003","38015","81","54"
"27003","38017","101","237"
"27003","38021","0","29"
"27003","38035","31","45"
"27003","38053","0","33"
"27003","38059","76","0"
"27003","38077","0","8"
"27003","38093","0","18"
"27003","38101","0","4"
"27003","39035","1","0"
"27003","39049","15","20"
"27003","39113","0","6"
"27003","39165","0","24"
"27003","39169","0","8"
"27003","40031","0","54"
"27003","40143","0","62"
"27003","41047","1","0"
"27003","41051","12","0"
"27003","42001","0","16"
"27003","42003","25","0"
"27003","42019","8","0"
"27003","42043","0","5"
"27003","42063","0","10"
"27003","44001","0","42"
"27003","45015","0","11"
"27003","45041","0","20"
"27003","45079","44","37"
"27003","46009","0","123"
"27003","46011","39","11"
"27003","46013","0","37"
"27003","46061","0","2"
"27003","46099","0","9"
"27003","46103","0","97"
"27003","46109","0","1"
"27003","46129","0","8"
"27003","47093","18","9"
"27003","47155","5","0"
"27003","47157","90","0"
"27003","48029","0","69"
"27003","48061","0","3"
"27003","48113","0","4"
"27003","48189","6","0"
"27003","48367","6","0"
"27003","48397","53","0"
"27003","48439","59","0"
"27003","48441","0","8"
"27003","48453","0","34"
"27003","48467","0","8"
"27003","48479","100","0"
"27003","49005","10","0"
"27003","49011","144","0"
"27003","49035","25","13"
"27003","49053","12","44"
"27003","49057","0","5"
"27003","51001","9","0"
"27003","51013","11","0"
"27003","51059","7","0"
"27003","51710","0","29"
"27003","53007","72","0"
"27003","53011","0","16"
"27003","53033","9","72"
"27003","53035","0","13"
"27003","55001","0","4"
"27003","55005","25","41"
"27003","55007","0","3"
"27003","55009","0","45"
"27003","55013","11","52"
"27003","55021","0","8"
